时间,成交量,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,换手率,成交额,市盈率,市净率,市销率,市现率,市值,资金流向
2015-03-10,2963706,143.58,144.0011,140.8279,141.2414,-2.8049,-1.95,0.26,561292473.0,13.9742,4.0146,6.658,16.9801,214501484340.0,2455383590.45
2015-03-11,4058339,141.2414,145.1291,141.2189,144.3621,3.1207,2.21,0.36,778418696.0,14.283,4.1033,6.8051,17.3553,219240776040.0,2426391159.72
2015-03-12,3849640,145.1291,147.3775,143.926,144.9411,0.579,0.4,0.34,747203168.0,14.3403,4.1198,6.8324,17.4249,220120114500.0,2431010252.5
2015-03-13,2547927,144.9035,145.8059,141.8054,142.8055,-2.1356,-1.47,0.22,486997365.0,14.129,4.0591,6.7317,17.1681,216876840180.0,2443212548.58
2015-03-16,3116097,142.9183,146.257,140.6248,145.7006,2.8951,2.03,0.27,597313674.0,14.4154,4.1413,6.8682,17.5162,221273532480.0,2276675082.2
2015-03-17,4590408,146.6255,149.4078,146.5503,147.964,2.2634,1.55,0.4,903712736.0,14.6393,4.2057,6.9749,17.7883,224710946460.0,2206183489.61
2015-03-18,3930446,147.9866,150.3853,147.024,149.9793,2.0153,1.36,0.34,778884998.0,14.8387,4.263,7.0699,18.0306,227771501100.0,2152592685.4
2015-03-19,3353977,149.295,149.6334,145.9262,146.8436,-3.1357,-2.09,0.29,658535489.0,14.5285,4.1738,6.9221,17.6536,223009369440.0,2093235840.92
2015-03-20,5137371,146.0315,146.6255,143.5349,145.2419,-1.6017,-1.09,0.45,991294900.0,14.37,4.1283,6.8466,17.461,220576913700.0,2137320672.4
2015-03-23,4097901,146.3849,147.949,145.2795,146.6932,1.4513,1.0,0.36,799009923.0,14.5136,4.1696,6.915,17.6355,222780969840.0,2103968158.28
2015-03-24,6007944,146.8586,148.4678,144.4523,147.1519,0.4587,0.31,0.53,1172628507.0,14.559,4.1826,6.9366,17.6907,223477588620.0,2104739970.24
2015-03-25,4224030,145.1291,146.7082,144.4222,144.9637,-2.1882,-1.49,0.37,815963246.0,14.3425,4.1204,6.8334,17.4276,220154374440.0,2178339704.18
2015-03-26,6710525,145.5427,150.3176,144.3771,149.31,4.3463,3.0,0.59,1315872110.0,14.7725,4.2439,7.0383,17.9501,226755122880.0,2173165769.2
2015-03-27,4014459,148.8889,149.31,145.0915,146.2946,-3.0154,-2.02,0.35,784086654.0,14.4742,4.1582,6.8962,17.5876,222175710900.0,2258350547.5
2015-03-30,6345139,146.3924,149.6033,145.2043,147.964,1.6694,1.14,0.56,1237889229.0,14.6393,4.2057,6.9749,17.7883,224710946460.0,2307619749.3
2015-03-31,8813097,147.8963,150.9719,145.8961,147.3549,-0.6091,-0.41,0.77,1746870227.0,13.9732,3.8727,6.701,15.3591,223785928080.0,2421647599.36
2015-04-01,7687523,147.4075,148.5581,146.242,146.8887,-0.4662,-0.32,0.67,1504959693.0,13.929,3.8604,6.6798,15.3105,223077889320.0,2594037310.94
2015-04-02,6298161,147.3549,148.5881,145.0389,146.3172,-0.5715,-0.39,0.55,1228604478.0,13.8748,3.8454,6.6538,15.2509,222209970840.0,2650189347.78
2015-04-03,5121088,145.8811,148.1445,144.9637,147.9941,1.6769,1.15,0.45,996536046.0,14.0339,3.8895,6.7301,15.4257,224756626380.0,2715368658.81
2015-04-07,5982433,148.0242,151.205,147.2346,150.8967,2.9026,1.96,0.52,1189027078.0,14.3091,3.9658,6.8621,15.7283,229164738660.0,2818892423.07
2015-04-08,13585716,152.2728,158.4238,151.5885,153.7767,2.88,1.91,1.19,2798381803.0,14.5822,4.0415,6.993,16.0285,233538591000.0,2897411546.0
2015-04-09,6239973,153.7616,154.8144,149.6785,150.3928,-3.3839,-2.2,0.55,1255308054.0,14.2613,3.9525,6.8392,15.6758,228399600000.0,3062978130.0
2015-04-10,10201946,150.3853,152.6412,150.0996,150.5583,0.1655,0.11,0.89,2048914304.0,14.277,3.9569,6.8467,15.693,228650839560.0,3194581693.16
2015-04-13,9135609,151.5584,153.7692,149.5958,153.3255,2.7672,1.84,0.8,1840018389.0,14.5394,4.0296,6.9725,15.9814,232853392200.0,3340228743.2
2015-04-14,8190313,153.4007,157.3711,153.3706,154.9046,1.5791,1.03,0.72,1691094329.0,14.6892,4.0711,7.0443,16.146,235251588000.0,3326174425.0
2015-04-15,5500520,157.2357,157.7471,153.521,154.679,-0.2256,-0.15,0.48,1135635917.0,14.6678,4.0652,7.0341,16.1225,234908988600.0,3328832563.0
2015-04-16,8601417,156.8221,170.1469,156.2807,170.1469,15.4679,10.0,0.75,1877332299.0,16.1345,4.4717,7.7375,17.7348,258399887460.0,3259962136.01
2015-04-17,19209491,179.6443,187.0135,171.6584,174.8768,4.7299,2.78,1.68,4577503916.0,16.5831,4.596,7.9526,18.2278,265583054880.0,3276810433.8
2015-04-20,13058871,172.9518,184.7576,172.1998,175.9822,1.1054,0.63,1.14,3118764548.0,16.6879,4.6251,8.0028,18.343,267261791940.0,3418781050.5
2015-04-21,12240188,180.4714,193.5782,180.4714,193.5782,17.596,10.0,1.07,3039243960.0,18.3565,5.0875,8.803,20.1771,293984545140.0,3463759100.52
2015-04-22,13463506,202.128,202.2784,193.3375,198.4358,4.8576,2.51,1.18,3543576711.0,18.8171,5.2152,9.0239,20.6834,301361852220.0,3328253762.45
2015-04-23,8603012,198.5186,198.6464,190.2319,192.5329,-5.9029,-2.97,0.75,2214737651.0,18.2573,5.06,8.7555,20.0681,292397167920.0,3337079888.52
2015-04-24,10053123,189.4047,195.2701,184.2388,194.3752,1.8423,0.96,0.88,2547399865.0,18.432,5.1085,8.8393,20.2601,295195063020.0,3320166145.71
2015-04-27,7897335,193.6909,201.376,190.2394,192.3449,-2.0303,-1.04,0.69,2050832438.0,18.2395,5.0551,8.7469,20.0485,292111668420.0,3148768781.21
2015-04-28,8729177,190.9989,194.4579,185.7728,186.4044,-5.9405,-3.09,0.76,2187970737.0,17.6762,4.899,8.4768,19.4293,283089884220.0,3309328408.93
2015-04-29,5930057,185.0584,190.2469,185.0584,187.8256,1.4212,0.76,0.52,1477767688.0,17.811,4.9363,8.5414,19.5775,285248260440.0,3336599055.22
2015-04-30,6406407,188.8558,191.6757,186.2991,189.6679,1.8423,0.98,0.56,1610938043.0,17.9857,4.9847,8.6252,19.7695,288046155540.0,3334625196.78
2015-05-04,5473902,189.9913,194.7587,188.0061,191.7283,2.0604,1.09,0.48,1398337296.0,18.181,5.0389,8.7189,19.9842,291175230060.0,3292881322.04
2015-05-05,7370003,189.495,189.495,180.3812,181.1858,-10.5425,-5.5,0.65,1801146749.0,17.1813,4.7618,8.2395,18.8854,275164418100.0,3383739346.2
2015-05-06,6032432,183.4642,185.7276,180.4789,182.4867,1.3009,0.72,0.53,1472597539.0,17.3047,4.796,8.2986,19.021,277140074640.0,3266859756.68
2015-05-07,6810290,184.2312,189.4047,182.3964,184.1786,1.6919,0.93,0.6,1693825898.0,17.4651,4.8405,8.3756,19.1973,279709570140.0,3193367014.18
2015-05-08,5780559,185.0734,191.6606,184.908,191.1267,6.9481,3.77,0.51,1447670266.0,18.124,5.0231,8.6916,19.9215,290261631660.0,3086277084.09
2015-05-11,6134570,189.119,193.9993,187.9911,193.5857,2.459,1.29,0.54,1552417973.0,18.3572,5.0877,8.8034,20.1778,293995965120.0,2994496582.12
2015-05-12,4703129,193.4052,193.4052,189.495,191.3147,-2.271,-1.17,0.41,1193035140.0,18.1418,5.028,8.7001,19.9411,290547131160.0,3113351155.44
