时间,成交量,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅,换手率,成交额,市盈率,市净率,市销率,市现率,市值,资金流向
2024-02-28,14326376,166.1,181.88,157.0,158.1,-10.04,-5.97,4.38,2397109470.0,-58.8321,10.4599,107.8881,-94.5861,65863582703.1,
2024-02-29,12347025,158.18,170.77,158.15,168.66,10.56,6.68,3.78,2046549080.0,-62.7617,11.1586,115.0943,-100.9038,70262820105.66,
2024-03-01,10438756,168.93,172.95,165.0,170.0,1.34,0.79,3.19,1772559635.0,-63.2603,11.2472,116.0087,-101.7054,70821056670.0,
2024-03-04,10643968,175.0,179.9,169.5,177.4,7.4,4.35,3.26,1866875638.0,-66.014,11.7368,121.0585,-106.1326,73903855607.4,
2024-03-05,14775412,174.0,189.5,171.21,175.0,-2.4,-1.35,4.52,2691588232.0,-65.1209,11.578,119.4207,-104.6968,72904028925.0,
2024-03-06,9903500,173.9,174.84,167.76,170.25,-4.75,-2.71,3.03,1695278561.0,-63.3533,11.2638,116.1793,-101.855,70925205282.75,
2024-03-07,10865666,173.04,175.28,163.5,164.76,-5.49,-3.22,3.32,1835545247.0,-61.3104,10.9006,112.4329,-98.5705,68638101746.76,
2024-03-08,9746790,167.94,171.23,165.0,171.18,6.42,3.9,2.98,1640144616.0,-63.6994,11.3253,116.8139,-102.4114,71312638122.18,
2024-03-11,12091000,170.32,182.0,169.0,179.71,8.53,4.98,3.7,2144002835.0,-66.8736,11.8897,122.6348,-107.5146,74866188789.21,
2024-03-12,12276261,177.02,179.2,167.64,169.82,-9.89,-5.5,3.75,2116639748.0,-63.1933,11.2353,115.8858,-101.5978,70746069668.82,
2024-03-13,10289198,175.0,178.6,171.0,171.5,1.68,0.99,3.15,1802128658.0,-63.8185,11.3465,117.0323,-102.6028,71445948346.5,
2024-03-14,9420182,166.66,174.99,166.51,172.5,1.0,0.58,2.88,1610565283.0,-64.1906,11.4126,117.7147,-103.2011,71862542797.5,
2024-03-15,8565513,171.23,174.0,165.49,171.45,-1.05,-0.61,2.62,1454092150.0,-63.7999,11.3432,116.9982,-102.5729,71425118623.95,
2024-03-18,17081354,173.58,197.66,172.03,195.03,23.58,13.75,4.1,3182789729.0,-72.5744,12.9032,133.0892,-116.6801,81248415778.53,
2024-03-19,11494566,191.0,192.5,185.3,186.41,-8.62,-4.42,2.76,2165963803.0,-69.3668,12.3329,127.2069,-111.523,77657371610.91,
2024-03-20,8387838,186.0,191.0,182.98,185.26,-1.15,-0.62,2.01,1561173575.0,-68.9388,12.2568,126.4222,-110.835,77178287992.26,
2024-03-21,9282865,188.01,189.66,177.63,180.21,-5.05,-2.73,2.23,1688572234.0,-67.0596,11.9227,122.976,-107.8138,75074486014.71,
2024-03-22,8991013,179.3,183.22,175.99,181.31,1.1,0.61,2.16,1618043666.0,-67.469,11.9955,123.7267,-108.4718,75532739910.81,
2024-03-25,11759990,181.48,193.0,178.68,182.88,1.57,0.87,2.82,2190853471.0,-68.0532,12.0994,124.798,-109.4111,76186793198.88,
2024-03-26,9744990,181.04,186.68,170.49,172.6,-10.28,-5.62,2.34,1731132543.0,-64.2278,11.4193,117.7829,-103.2609,71904202242.6,
2024-03-27,7334557,170.0,174.6,167.3,169.17,-3.43,-1.99,1.76,1254064797.0,-62.9514,11.1923,115.4423,-101.2089,70475283275.67,
2024-03-28,10324949,169.17,182.88,166.38,178.66,9.49,5.61,2.48,1817653318.0,-66.4829,11.8202,121.9183,-106.8864,74428764615.66,
2024-03-29,8413347,176.7,179.1,167.49,173.46,-5.2,-2.91,2.02,1451858865.0,-64.5478,11.4761,118.3698,-103.7754,72262473470.46,
2024-04-01,7232956,177.03,178.44,169.87,174.58,1.12,0.65,1.74,1261660544.0,-64.9646,11.5502,119.1341,-104.4455,72729059255.58,
2024-04-02,5883189,173.5,177.5,168.44,170.88,-3.7,-2.12,1.41,1014626931.0,-63.5878,11.3055,116.6092,-102.2319,71187659786.88,
2024-04-03,9628183,168.2,170.6,158.5,162.1,-8.78,-5.14,2.31,1567150405.0,-60.3206,10.7246,110.6177,-96.9791,67529960507.1,
2024-04-08,4961089,161.82,163.88,157.96,158.97,-3.13,-1.93,1.19,797187324.0,-59.1558,10.5175,108.4818,-95.1066,66226019875.47,
2024-04-09,5843798,157.58,159.49,151.06,157.56,-1.41,-0.89,1.4,904355247.0,-58.6311,10.4242,107.5196,-94.263,65638621699.56,
2024-04-10,6161868,157.0,157.49,148.5,150.09,-7.47,-4.74,1.48,934369564.0,-55.8514,9.93,102.422,-89.7939,62526661150.59,
2024-04-11,7871042,153.5,157.85,151.5,156.18,6.09,4.06,1.89,1219643759.0,-58.1176,10.3329,106.5779,-93.4374,65063721357.18,
2024-04-12,7468220,158.98,163.28,157.5,160.2,4.02,2.57,1.79,1201188014.0,-59.6135,10.5989,109.3211,-95.8424,66738431050.2,
2024-04-15,7478342,160.0,160.5,149.66,153.61,-6.59,-4.11,1.8,1153187788.0,-57.1613,10.1629,104.8241,-91.8998,63993073618.11,
2024-04-16,7642156,151.31,152.3,144.38,144.9,-8.71,-5.67,1.83,1127568642.0,-73.6077,11.0316,91.494,-107.5871,60364535949.9,
2024-04-17,8621026,147.5,151.57,145.54,150.1,5.2,3.59,2.07,1284064611.0,-76.2492,11.4275,94.7775,-111.4481,62530827095.1,
2024-04-18,7986629,150.0,154.5,144.43,150.1,0.0,0.0,1.92,1197859102.0,-76.2492,11.4275,94.7775,-111.4481,62530827095.1,
2024-04-19,7015429,149.0,150.2,141.41,141.41,-8.69,-5.79,1.68,1011215418.0,-71.8348,10.7659,89.2903,-104.9958,58910621315.91,
2024-04-22,6559855,132.94,141.0,130.02,138.25,-3.16,-2.23,1.57,899832311.0,-70.2295,10.5254,87.295,-102.6496,57594182850.75,
2024-04-23,4321210,139.15,141.0,136.5,139.24,0.99,0.72,1.04,598643781.0,-70.7324,10.6007,87.9201,-103.3846,58006611357.24,
2024-04-24,9757046,140.0,154.49,138.5,153.19,13.95,10.02,2.34,1442371595.0,-77.8189,11.6628,96.7286,-113.7424,63818103948.69,
2024-04-25,4527269,150.75,153.75,149.38,150.0,-3.19,-2.08,1.09,683804061.0,-76.1984,11.4199,94.7143,-111.3738,62489167650.0,
2024-04-26,9582663,155.0,163.35,153.2,161.99,11.99,7.99,2.3,1526362082.0,-82.2892,12.3327,102.2852,-120.2763,67484135117.49,
2024-04-29,11212270,163.0,177.52,163.0,171.01,9.02,5.57,2.69,1918747831.0,-86.8713,13.0195,107.9806,-126.9736,71241817065.51,
2024-04-30,7728703,169.0,173.5,165.47,171.39,0.38,0.22,1.86,1308560038.0,-87.0643,13.0484,108.2206,-127.2558,71400122956.89,
2024-05-06,8535390,176.0,176.65,164.01,164.72,-6.67,-3.89,2.05,1434750429.0,-83.676,12.5406,104.009,-122.3033,68621437968.72,
2024-05-07,8090957,166.66,169.95,158.7,160.4,-4.32,-2.62,1.94,1324252444.0,-81.4815,12.2117,101.2812,-119.0958,66821749940.4,
2024-05-08,5494380,159.0,163.95,156.5,160.2,-0.2,-0.12,1.32,882076058.0,-81.3799,12.1965,101.1549,-118.9473,66738431050.2,
2024-05-09,13756569,162.02,180.21,161.0,178.11,17.91,11.18,3.3,2360269749.0,-90.478,13.56,112.4638,-132.2453,74199637667.61,
2024-05-10,8628761,173.99,175.17,167.16,170.36,-7.75,-4.35,2.07,1472557235.0,-86.5411,12.97,107.5702,-126.491,70971030672.36,
2024-05-13,5354404,167.25,172.0,164.78,166.25,-4.11,-2.41,1.29,895044675.0,-84.4532,12.6571,104.975,-123.4393,69258827478.75,
2024-05-14,8430664,169.0,176.25,163.62,169.96,3.71,2.23,2.02,1437561352.0,-86.3379,12.9395,107.3176,-126.194,70804392891.96,
2024-05-15,8641160,167.03,176.94,164.87,174.05,4.09,2.41,2.07,1484767106.0,-88.4155,13.2509,109.9002,-129.2308,72508264196.55,
2024-05-16,10021544,179.2,187.77,176.03,181.66,7.61,4.37,2.41,1823625266.0,-92.2813,13.8303,114.7054,-134.8812,75678547968.66,
2024-05-17,9888452,177.0,195.88,176.03,190.83,9.17,5.05,2.37,1876941133.0,-96.9396,14.5284,120.4956,-141.6898,79498719084.33,
2024-05-20,11333158,188.9,205.58,185.5,195.93,5.1,2.67,2.72,2228655473.0,-99.5303,14.9167,123.7158,-145.4765,81623350784.43,
2024-05-21,9310632,194.32,201.32,186.32,187.0,-8.93,-4.56,2.23,1776779608.0,-94.994,14.2368,118.0772,-138.8461,77903162337.0,
2024-05-22,6430755,187.0,190.5,182.19,188.99,1.99,1.06,1.54,1201753631.0,-96.0049,14.3883,119.3337,-140.3236,78732185294.49,
2024-05-23,6560554,190.1,193.0,181.52,183.7,-5.29,-2.8,1.57,1212718900.0,-93.3176,13.9856,115.9935,-136.3958,76528400648.7,
2024-05-24,11136194,185.0,186.5,169.8,171.9,-11.8,-6.42,2.67,1971492337.0,-87.3234,13.0872,108.5426,-127.6344,71612586126.9,
2024-05-27,9814833,170.0,177.6,165.98,175.99,4.09,2.38,2.36,1687678028.0,-89.401,13.3986,111.1252,-130.6712,73316457431.49,
2024-05-28,8091765,174.51,183.0,172.0,172.25,-3.74,-2.13,1.94,1428303181.0,-87.5012,13.1139,108.7636,-127.8943,71758394184.75,
2024-05-29,5770667,174.3,178.64,170.11,172.0,-0.25,-0.15,1.39,1005904404.0,-87.3742,13.0948,108.6058,-127.7087,71654245572.0,
2024-05-30,5239313,170.33,175.0,168.64,172.53,0.53,0.31,1.26,903688775.0,-87.6434,13.1352,108.9404,-128.1022,71875040631.03,
